Doc Number,Corp Name,Filing Type,Status,Address,City,State,Zip,File Date,FEI Number,Registered Agent,RA City,RA State,Officers,Source File
L26000176542,MANY NORTE DIGITAL LLC,FLAL,A,2 S BISCAYNE BOULEVARD SUITE 3200 -6786,MIAMI,,33131,04022026,,LUPA ENTERPRISES INC,MIAMI,FL,MGRM: JOSE FERNANDO PEREZ RIBERA | MBR: FERNANDO PARADA  DEUTSCH | MBR: ADLER CAROLINA COIMBRA LAHORE,20260403_corporate.txt
L26000176622,BRICK AND BRIDGE CAPITAL LLC,FLAL,A,7901 4TH ST N # 20071,ST. PETERSBURG,,33702,03232026,,ANDRADE MARIN       ANTONIO JOSE,ST. PETERSBURG,FL,MGRM: ANDRADE MARIN       ANTONIO JOSE | MGRM: SCHILLACI           YALINA,20260403_corporate.txt
L26000176632,"WELLRUN AI, LLC",FLAL,A,5671 DELACROIX TERRACE,PALM BEACH GARDENS,,33418,03262026,,COURTNEY            MATTHEW       R,PALM BEACH GARDENS,FL,AMBR: HSSC HOLDINGS LLC,20260403_corporate.txt
L26000176652,MCDONOUGH BUSINESS SOLUTIONS LLC,FLAL,A,8713 BOYSENBERRY DR,TAMPA,,33635,03262026,,MCDONOUGH           NICHOLAS      J,TAMPA,FL,MGR: MCDONOUGH           NICHOLAS      J,20260403_corporate.txt
L26000176662,JAYTYECAPITAL LLC,FLAL,A,1323 SE 17TH ST 1077,FORT LAUDERDATE,,33316,04012026,,DORVIL              JAMES,FORT LAUDERDALE,FL,MGR: DORVIL              JAMES,20260403_corporate.txt
L26000176672,TECHINSPECT SOLUTIONS LLC,FLAL,A,9635 RED LILY PLACE,ORLANDO,,32827,03262026,,KISH                ABIGAIL       P,ORLANDO,FL,AMBR: POURCHIER           ROBERT        E | AMBR: POURCHIER           RACHEL        E | AMBR: KISH                ABIGAIL       P,20260403_corporate.txt
L26000176722,JUNIPER CREATIVE ADVENTURES LLC,FLAL,A,14426 STAMFORD CIRCLE,ORLANDO,,32826,03262026,,MIESEN              JENNIFER,ORLANDO,FL,MGR: MIESEN              JENNIFER      M,20260403_corporate.txt
L26000175083,ARLAND PROPERTY HOLDINGS LLC,FLAL,A,7027 W BROWARD BLVD #853,PLANTATION,,33317,03262026,,BUSH                RICKY,MIAMI GARDENS,FL,AMBR: BUSH                RICKY,20260403_corporate.txt
L26000175103,SUMMIT TESTING SOLUTIONS LLC,FLAL,A,6930 40TH CT E,ELLENTON,,34222,03262026,,SMITH               MARISSA       L,ELLENTON,FL,MGR: SMITH               MARISSA       L,20260403_corporate.txt
L26000175113,MAG NUCLEAR CONSULTING LLC,FLAL,A,3216 LANDOVER BLVD,SPRING HILL,,34609,03262026,,GRIDER              MARK,SPRING HILL,FL,AMBR: GRIDER              MARK,20260403_corporate.txt
L26000175123,SUNSET GLOBAL VENTURES LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,20260403_corporate.txt
L26000175203,CANDACE SOLIZ CONSULTING LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,20260403_corporate.txt
L26000175223,APEX PROPERTY SOLUTIONS & INSTALLATION LLC,FLAL,A,1130 18TH AVE N 1,LAKE WORTH BEACH,,33460,03262026,,DECHANTS            ANTHONY       J,LAKE WORTH BEACH,FL,AP: DECHANTS            ANTHONY       J,20260403_corporate.txt
L26000175233,CERBERUS PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175253,JORDANUS PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
P26000017393,COMFORT-TECH AC INC,DOMP,A,2060 SW 90TH AVE UNIT C18,DAVIE,,33324,04022026,,PALUMBO             STEPHEN       J,DAVIE,FL,P: PALUMBO             STEPHEN       J,20260403_corporate.txt
F26000001983,ASSETA AI INC.,FORP,A,"203 E. 8TH ST., 3F",NEW YORK,,10128,04022026,,C T CORPORATION SYSTEM,PLANTATION,FL,PSD: PALMITER            DEAN | CEO: PALMITER            DEAN | D: KAUR                JASLEEN | DCTO: KENNEDY             DANIEL,20260403_corporate.txt
L26000175463,HLL INVESTMENTS GROUP LLC,FLAL,A,8669 NW STREET,MIAMI,,33166,04022026,,HUMBERTO JOSE LUENGO JR,MIAMI,FL,AMBR: HUMBERTO JOSE LUENGO JR,20260403_corporate.txt
P26000017453,ZENTRIX SOLUTIONS INC,DOMP,A,3523 SW 6TH STREET,MIAMI,,33135,03272026,,PILOTO RAMIREZ      MARLON,MIAMI,FL,"P, D: PILOTO RAMIREZ      MARLON",20260403_corporate.txt
L26000175513,MARALDO NORTHPORT INVESTMENTS LLC,FLAL,A,3651 UNIVERSITY PKWY,SARASOTA,,34243,03272026,,CLAROS              HECTOR        F,SARASOTA,FL,AR: CLAROS              HECTOR        F,20260403_corporate.txt
P26000017483,FUNDAMENTALS TI SYSTEMS CORP,DOMP,A,806 VERONA STREET STE 1,KISSIMMEE,,34741,03272026,,AVROS CORPORATION,KISSIMMEE,FL,P: NOGUEIRA MARINI     FABRIZIO | S: DE OLIVEIRA         NORMILDO BENTO,20260403_corporate.txt
L26000175593,"K4 PROPERTY GROUP, LLC",FLAL,A,"720 CHARLOTTE AVE.,",TARPON SPRINGS,,34689,04022026,,KOULIANOS           MARIA,TARPON SPRINGS,FL,MGR: KOULIANOS           JOHN          M | MGR: KOULIANOS           MARIA,20260403_corporate.txt
L26000175613,NICANABEN PROPERTY HOLDINGS LLC,FLAL,A,7901 4TH ST N STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,20260403_corporate.txt
L26000175693,COUNTERPUNCH CAPITAL LLC,FLAL,A,9270 UNIVERSITY PKWY,PEMSACOLA,,32514,03262026,,BARRINEAU IV        THOMAS,PEMSACOLA,FL,MGR: GILLIS              JOHN | AP: BARRINEAU IV        THOMAS,20260403_corporate.txt
L26000175743,POINCIANA REAL ESTATE INVESTMENT LLC,FLAL,A,2517 PEEKSKILL ROAD,VALRICO,,33594,03022026,,ACCOUNTAX SERVICES,APOPKA,FL,MGR: YEDAI LLC | MGR: SALVI ENTERPRISES LLC | AMBR: PATHAK PRASAD T | AMBR: BHANUSHALI SUHAS S | AMBR: KULKARNI PANKAJ P | AMBR: V&V RENTALS LLC,20260403_corporate.txt
L26000175793,"KINGDOM BEEZNESS INVESTMENT, LLC",FLAL,A,7725 HART DR,NORTH FORT MYERS,,33917,03182026,,INC AUTHORITY RA,ORLANDO,FL,MGR: MARTINEZ            SANDRA,20260403_corporate.txt
L26000175943,TEAM BARNES REAL ESTATE PLLC,FLAL,A,3405 HILLCREST DR,PANAMA CITY,,32405,03252026,,BARNES              SAYA,PANAMA CITY,FL,AMBR: BARNES              SAYA | MGR: BARNES              BRADLWY,20260403_corporate.txt
L26000175953,BLUE WHALE SOLUTIONS LLC,FLAL,A,205 TALLADEGA LN,POLK CITY,,33868,03262026,,DIAZ                JORGE,POLK CITY,FL,MGR: DIAZ                JORGE,20260403_corporate.txt
L26000176063,SOSELU INVESTMENTS LLC,FLAL,A,1709 ROYAL GROVE WAY,WESTON,,33327,04022026,,OSARIO              PAUL,WESTON,FL,MBR: OSARIO              PAUL | MBR: BALLON              SONIA,20260403_corporate.txt
P26000017563,DK GLOBAL SOLUTIONS CORP,DOMP,A,401 HIALEAH DR UNIT 331,HIALEAH,,33010,04022026,415284461,MENDOZA             DAYANA        F,HIALEAH,FL,PRES: MENDOZA             DAYANA        F,20260403_corporate.txt
L26000176163,YANEX INVESTMENTS LLC,FLAL,A,15927 CAPE CORAL LOOP,CLERMONT,,34714,04022026,,EXPAT CONSULTING CORP,ORLANDO,FL,AMBR: KUEN                YAM LI,20260403_corporate.txt
L26000176463,SUNSHINE WAREHOUSE SYSTEMS LLC,FLAL,A,2413 MAIN ST. STE 228,MIRAMAR,,33025,03262026,,"JA KISS HOLDINGS, INC",PLANTATION,FL,,20260403_corporate.txt
L26000176513,MORENO LANDSCAPE SOLUTIONS LLC,FLAL,A,2409 S 70TH ST,TAMPA,,33619,03262026,,MORENO              MIDELIS,TAMPA,FL,MGR: MORENO              MIDELIS,20260403_corporate.txt
L26000176613,PRECISION PROPERTY MEDIA LLC,FLAL,A,2162 SE 27TH DR,GAINESVILLE,,32601,03252026,,ADAMS               ROBERT        LJR,GAINESVILLE,FL,,20260403_corporate.txt
L26000175224,SAVVY INNOVATIONS LLC,FLAL,A,4277 PURDY LANE,WEST PALM BEACH,,33406,03262026,,REGISTERED AGENTS INC.,ST. PETERSBURG,FL,MGR: GELINA              KARLA,20260403_corporate.txt
L26000175234,HOMETEAM SPORTS CONSULTING  LLC,FLAL,A,131 SE 21ST ST,GAINESVILLE,,32641,03262026,,CLEMENTS            ASHTON,GAINESVILLE,FL,AMBR: CLEMENTS            ASHTON,20260403_corporate.txt
L26000175284,MUSCA AUSTRALIS PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175294,RHINOCEROS PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175304,POLOPHYLAX MAJOR PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175324,VESPA PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175344,XIPHIAS PROPERTY LLC,FLAL,A,225 E ROBINSON STREET STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR: DELBEN SILVA        ANDRE PAULO | MGR: REBOUCAS DE MELO    RAFAEL | MGR: PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175354,"MANGLARDI MEDICAL AESTHETICS, LLC",FLAL,A,4207 GABRIELLA LANE,WINTER PARK,,32792,03262026,,MANGLARDI           ERIN          E,WINTER PARK,FL,MGR: MANGLARDI           ERIN          E,20260403_corporate.txt
L26000175364,CALMIA CONSULTING LLC,FLAL,A,450 ALTON ROAD APT 2310,MIAMI,,33139,03262026,,SIKACZOWSKI         NATALIA       S,MIAMI,FL,,20260403_corporate.txt
P26000017394,REDBRIDGE PHARMACEUTICALS INC,DOMP,A,161-21 JAMAICA AVENUE 4TH FLOOR,NEW YORK,,11432,04022026,,CORPORATE CREATIONS NETWORK INC.,NORTH PALM BEACH,FL,PRES: SULEYMANOV          AKSANS | DIR: ARONOV              TAMARA | DIR: DAVYDOFF            MIRA,20260403_corporate.txt
L26000175374,LAKE DRIVE PROPERTY OWNER LLC,FLAL,A,1700 79TH STREET CAUSEWAY SUITE 136,NORTH BAY VILLAGE,,33141,03252026,,EICHNER             IAN BRUCE      MR.,NORTH BAY VILLAGE,FL,MGR: EICHNER             IAN BRUCE,20260403_corporate.txt
L26000175384,AMARK TALENT SOLUTIONS LLC,FLAL,A,8903 GLADES ROAD STE A8 #4113,BOCA RATON,,33434,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR: SIMACOV             RAVITAL,20260403_corporate.txt
P26000017434,"MACQUEEN ENGINEERING SOLUTIONS, INC",DOMP,A,1105 FREDRICK LANE,BRANDON,,33511,04012026,,KEATON              KAREN         S,ST PETERSBURG,FL,PSTD: CHAPPELL            RYAN          M,20260403_corporate.txt
L26000175514,2561 PALM AIRE LLC,FLAL,A,2651 S. PALM AIRE DR. #105,POMPANO BEACH,,33069,03262026,,DE VARONA LAW,BOCA RATON,FL,MGR: BUSTAMANTE ETTEDGUI JOSE          I,20260403_corporate.txt
P26000017484,SKY WINGS AVIATION TECH CORP,DOMP,A,21787 SW 194 AVE,MIAMI,,33170,03272026,,HASBUN ALVEZ        FUAD          A,MIAMI,FL,P: HASBUN ALVEZ        FUAD          A,20260403_corporate.txt
L26000175584,HUMAN SYSTEMS COLLECTIVE LLC,FLAL,A,525 COX ROAD,COCOA,,32926,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR: CLAYTON ORRISON     ANNE          C,20260403_corporate.txt
L26000175624,GEO PROPERTY & HOME SERVICES LLC,FLAL,A,130 N BIG CYPRESS DR 216,ST JOHNS,,32259,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR: TORRES              NANCY         L | AMBR: RAMIREZ CALDERON    EDUARDO       G,20260403_corporate.txt
L26000175664,MASTERS BUILDING COMPANY LLC,FLAL,A,890 CASSADAGA RD,LAKE HELEN,,32744,03262026,,MASTERS             TROY          A,LAKE HELEN,FL,MGR: MASTERS             TROY          A,20260403_corporate.txt
L26000175754,"FMN CREATIVE COLLECTIVE, LLC",FLAL,A,507 NW 9TH ST #2,HALLANDALE BEACH,,33009,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR: FREDERICK           WALTER,20260403_corporate.txt
L26000175774,FINANCIAL COACHING BY AUSTIN SMITH LLC,FLAL,A,636 VISTA VILLAGES BOULEVARD,DAVENPORT,,33896,04022026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR: SMITH               AUSTIN,20260403_corporate.txt
P26000017514,ANRE REMODELING CONSTRUCTION INC,DOMP,A,147 E OAKLAND PARK 209,OAKLAND PARK,,33334,03272026,,MORENO MARTINEZ     MAURICIO      A,OAKLAND PARK,FL,PRES: MORENO MARTINEZ     MAURICIO      A,20260403_corporate.txt
L26000175884,TCM HOME SOLUTIONS LLC.,FLAL,A,3034 SE ORANGE TREE PLACE,STUART,,34997,03262026,,EVAN                MARK          TJR.,STUART,FL,MR.: EVAN                MARK          TJR.,20260403_corporate.txt
L26000175914,COTTONE VENTURES LLC,FLAL,A,6805 PLEASANT OAKS PL,RIVERVIEW,,33578,03262026,,COTTONE             PHILIP        M,RIVERVIEW,FL,MGR: COTTONE             PHILIP        M,20260403_corporate.txt
L26000176024,PS TRUCKING TECH LLC,FLAL,A,2245 MALIBU LAKES CIRCLE APT 434,NAPLES,,34119,03262026,,SAINTILIEN          PRESLER,NAPLES,FL,AMBR: SAINTILIEN          PRESLER,20260403_corporate.txt
L26000176054,SUNSHINE BIOMED SOLUTIONS LLC,FLAL,A,9701 NE 2ND AVE #1189,MIAMI SHORES,,33138,03262026,,JACKSON             SHAKELA,MIAMI SHORES,FL,MGR: JACKSN              SHAKELA,20260403_corporate.txt
L26000176064,REALTY AI LLC,FLAL,A,2261 KERRA LN,NAVARRE,,32566,03262026,,JONES               KIOWA         D,NAVARRE,FL,MGR: JONES               KIOWA         D,20260403_corporate.txt
L26000176094,HCG CONSTRUCTION FLORIDA LLC,FLAL,A,"8089 WOODEN DR,",SPRING HILL,,34606,03262026,,PINEIRO             YOANLY,SPRING HILL,FL,AMBR: PINEIRO             YOANLY | AMBR: PULLES              YARIANNA,20260403_corporate.txt
L26000176154,"A&D CONTRACTING SOLUTIONS, LLC",FLAL,A,11061 SW 60TH STREET,MIAMI,,33173,03262026,,SANCHEZ             DANIEL,MIAMI,FL,MGR: SANCHEZ             DANIEL | AMBR: SANCHEZ             ARICEL,20260403_corporate.txt
L26000176214,"OPTIMAL DIGITAL TRANSFORMATION GROUP, LLC",FLAL,A,5146 KERNWOOD CT,PALM HARBOR,,34685--361,03262026,,NORTON              TERESA,PALM HARBOR,FL,MGR: NORTON              TERESA,20260403_corporate.txt
L26000176264,MG & SG PROPERTY MANAGEMENT LLC,FLAL,A,420 N WINTER PARK DR,CASSELBERRY,,32707,03262026,,GERKEN              MICHAEL       J,CASSELBERRY,FL,AMBR: GERKEN              MICHAEL       J | AMBR: GERKEN              SULMA,20260403_corporate.txt
L26000176334,SOUTHBOUND CREATIVE LLC,FLAL,A,1048 40TH AVE NE,ST. PETERSBURG,,33703,03252026,,GILMORE             MICHAEL       W,ST. PETERSBURG,FL,MGR: GILMORE             MICHAEL       W | MGR: MARLOWE             JOHN-MICHAEL  D,20260403_corporate.txt
L26000176344,GEMSTONE FINANCIAL CONSULTING LLC,FLAL,A,"2275 BISCAYNE BOULEVARD, SUITE 2",MIAMI,,33137,04022026,,"ALEX D.SIRULNIK, P.A.",CORAL GABLES,FL,MGR: GEMSTONE CONSULTING GROUP LLC,20260403_corporate.txt
L26000176404,KOOSTA SYSTEMS LLC,FLAL,A,2315 NW FLAGLER TERRACE,MIAMI,,33125,03262026,,GUSTAVO             GONZALEZ,MIAMI,FL,,20260403_corporate.txt
L26000176514,"PED PRO SOLUTIONS, LLC",FLAL,A,"408 NORTHEAST 6TH STREET, UNIT 339",FT.LAUDERDALE,,33304,04022026,,"SPIEGEL & UTRERA, P.A.",MIAMI,FL,MGR: MARKOPOULOS         DANIEL        J,20260403_corporate.txt
L26000176764,HYPERFIBER SOLUTIONS LLC,FLAL,A,801 THREE ISLANDS BLVD 514,HALLANDALE BEACH,,33009,03262026,,KAZAKHMEDOV         RUSTAM,HALLANDALE BEACH,FL,MGR: RUSTAM KAZAKHMEDOV,20260403_corporate.txt
L26000175145,YALIAM REMODELING & CONSTRUCTION LLC,FLAL,A,611 NW 23 CT,MIAMI,,33125,03262026,,CONSUEGRA CRESPO    YAMIL,MIAMI,FL,MGR: CONSUEGRA CRESPO    YAMIL,20260403_corporate.txt
L26000175255,"KAEWE KEALOHA CONSULTING, LLC",FLAL,A,278 SW 3RD STREET,DEERFIELD BEACH,,33441,03262026,,DIAZ                JACQUELINE,DEERFIELD BEACH,FL,MGR: DIAZ                JACQUELINE,20260403_corporate.txt
L26000175265,EVER UPWARD SOLUTIONS LLC,FLAL,A,2135 NW SETTLE AVE,PORT SAINT LUCIE,,34986,03262026,,BARRETT             ROBERT        H,PORT SAINT LUCIE,FL,AMBR: BARRETT             ROBERT        H,20260403_corporate.txt
L26000175275,SALT PREP CONSULTING LLC,FLAL,A,455 LAKEVIEW DR,SANTA ROSSA BEACH,,32459,03252026,,MCNALLY             MARIO         RJR,SANTA ROSA BEACH,FL,MGR: MCNALLY             MARIO         RJR.,20260403_corporate.txt
L26000175295,ALYSSA JEAN MEDIA LLC,FLAL,A,27233 RIO VISTA CIR,BONITA SPRINGS,,34135,03262026,,TEETERS             ALYSSA,BONITA SPRINGS,FL,AMBR: TEETERS             ALYSSA,20260403_corporate.txt
L26000175315,"MACH VENTURES, LLC",FLAL,A,825 3RD AVENUE NORTH,JACKSONVILLE BEACH,,32250,03262026,,MACHULA             DEREK,JACKSONVILLE BEACH,FL,MGR: MACHULA             DEREK,20260403_corporate.txt
L26000175325,"OPTIMUM CONSULTING AND PROMOTIONS, LLC",FLAL,A,29255 CLARA DR,PUNTA GORDA,,33982,03262026,,SOUSER              ZACHERY,PUNTA GORDA,FL,MGR: SOUSER              ZACHERY,20260403_corporate.txt
L26000175345,WBL INVESTMENTS LLC,FLAL,A,2316 NW 161ST TERRACE,PEMBROKE PINES,,33028,03262026,,LESLIE LOHN LLC,ENGLEWOOD,FL,AMBR: CORTES-LOHN         KASEY | AMBR: BORJAS              CARLOS        A,20260403_corporate.txt
L26000175395,FREEDIVING ADVENTURES LLC,FLAL,A,11125 PARK BLVD SUITE 104-278,SEMINOLE,,33772,04022026,,INNOVATION BOUND LLC,SEMINOLE,FL,"AMBR: INNOVATION BOUND LLC | AMBR: MARTIN STEPANEK, LLC | AMBR: FERRIS              ANDREW        J",20260403_corporate.txt
L26000175415,COPEL CONSULTING LLC,FLAL,A,3208 E COLONIAL DRIVE SUITE 111,ORLANDO,,32803,03262026,,COPELAND            MEGAN         E,ORLANDO,FL,MGR: COPELAND            MEGAN         E,20260403_corporate.txt
P26000017405,RIVERGREEN DEVELOPMENT CORP,DOMP,A,5600 NORTH FEDERAL HIGHWAY,FORT LAUDERDALE,,33308,04012026,,LYNN                MARK          JESQ,FORT LAUDERDALE,FL,PRES: FEDEI               NICHOLAS,20260403_corporate.txt
L26000175475,SUMMIT MEDIA SOLUTIONS LLC,FLAL,A,1100 PARK CENTRAL BLVD S STE 2600,POMPANO BEACH,,33064,03252026,,POWERS              JAMES,POMPANO BEACH,FL,AMBR: POWERS              JAMES,20260403_corporate.txt
L26000175495,MENDEZ INVESTMENTS GROUP LLC,FLAL,A,3520 JAMAICA RUN LANE #1613,KISSIMMEE,,34741,03272026,,MENDEZ              LUIS,KISSIMMEE,FL,MGR: MENDEZ              LUIS,20260403_corporate.txt
L26000175505,"BIRD ISLAND ADVENTURES, LLC",FLAL,A,915 W SECOND AVENUE,WINDERMERE,,34786,03262026,,MCCARTHY            JAMS          AJR.,WINDERMERE,FL,MGR: MCCARTHY            JAMES         AJR.,20260403_corporate.txt
F26000001985,"COX AUTOMOTIVE MOBILITY SOLUTIONS, INC.",FORP,A,6205 PEACHTREE DUNWOODY RD.,ATLANTA,,30328,04022026,,CORPORATION SERVICE COMPANY,TALLAHASSEE,FL,SD: HIGHTOWER           JENNIFER | PD: ROWLEY              STEPHEN       M | VPT: ODOM                CHARLES       L | VPD: LETOURNEAU          SCOTT | VPAT: SIEGEL              REBECCA       L | AS: LUCY                DEBORAH       M,20260403_corporate.txt
L26000175525,MECHANICAL CLAIM SOLUTIONS LLC,FLAL,A,1001 59TH STREET SOUTH,GULFPORT,,33707,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR: BRAZIL              BREIANA       M,20260403_corporate.txt
L26000175545,LITTLE FOOT AIR QUALITY LLC,FLAL,A,249 40TH AVE S,JACKSONVILLE BEACH,,32250,03262026,,"FINANCIAL SOLUTION ADVISORS CPA, LLC",JACKSONVILLE,FL,AMBR: BRADLEY             NICHOLAS,20260403_corporate.txt
L26000175595,LAMEDA SOLUTIONS LLC,FLAL,A,1603 RED CEDAR DRIVE 15,FORT MYERS,,33907,03232026,,LAMEDA MORILLO      JESUS         D,FORT MYERS,FL,,20260403_corporate.txt
L26000175635,PEACOCK HOME SOLUTIONS LLC,FLAL,A,2080 SOUTH COURTENAY PKWY,MERRITT ISLAND,,32952,03212026,,PEACOCK             JEREMY,MERRITT ISLAND,FL,MGR: PEACOCK             JEREMY,20260403_corporate.txt
L26000175645,LA BELLE JOANA HAIR DESIGN LLC,FLAL,A,291 NW 144TH ST,MIAMI,,33168,04012026,,JOSEPH              JOANA,MIAMI,FL,MGR: JOSEPH              JOANA,20260403_corporate.txt
L26000175715,AYOMA FINANCIAL L.L.C,FLAL,A,698 NORTHEAST 1ST AVENUE 3805,MIAMI,,33132,03262026,,AYOMA               DAVID         O,MIAMI,FL,PRES: AYOMA               DAVID         O,20260403_corporate.txt
L26000175735,"BALISTRIERI FINANCIAL, LLC",FLAL,A,218 NW 8TH ST 1806,MIAMI,,33136,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR: PEREZ               CHRISTOPHER,20260403_corporate.txt
L26000175745,"RMZ FENCE & EXTERIOR SOLUTIONS, LLC",FLAL,A,223 HIBISCUS PKWY W,LAKELAND,,33815,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR: RAMIREZ             MANUEL,20260403_corporate.txt
L26000175755,RIDGE CAPITAL LLC,FLAL,A,445 W 40TH ST #402831,MIAMI BEACH,,33140,04012026,,SUNSHINE STATE CORPORATE COMPLIANCE CO,TALLAHASSEE,FL,MGR: BERLINER            ERIC,20260403_corporate.txt
L26000175765,"PREMIUM HEALTHCARE STAFFING, LLC",FLAL,A,10924 GOLDEN SILENCE DR,RIVERVIEW,,33579,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR: UKPONG              CHRISTOPHER,20260403_corporate.txt
P26000017535,"MAXIMO FERNANDEZ PROPERTY MANAGEMENT, P.A.",DOMP,A,333 N UNIVERSITY DR 422,PLANTATION,,33324,03292026,,FERNANDEZ           MAXIMO        A,PLANTATION,FL,P: FERNANDEZ           MAXIMO,20260403_corporate.txt
P26000017545,"ALPHA CREDIT & CAPITAL READINESS, INC.",DOMP,A,217 SE 1ST AVENUE SUITE 200 200,OCALA,,34471,03302026,,LANDMARK            JOSEPH,OCALA,FL,P: LANDMARK            JOSEPH,20260403_corporate.txt
L26000175835,"SECURE CYBER-IT, LLC",FLAL,A,12834 SHERINGHAM WAY,SARASOTA,,34240,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR: BLATZ               JOLYNN,20260403_corporate.txt
P26000017555,FINANZIE ASSETSFLOW CAPITAL INC,DOMP,A,10837 NORTHWEST 7TH STREET APT 23,MIAMI,,33172,03302026,,BAQUERO LOPEZ       LINDSAIDE     J,MIAMI,FL,P: BAQUERO LOPEZ       LINDSAIDE     J,20260403_corporate.txt
L26000176205,NUON CONSULTING LLC,FLAL,A,6420 WASHINGTON STREET,HOLLYWOOD,,33023,03262026,,BELTRAN             KATHERINE,HOLLYWOOD,FL,MGR: BELTRAN             KATHERINE,20260403_corporate.txt
L26000176275,GVO MEDIA LLC,FLAL,A,879 OUTER ROAD STE B,ORLANDO,,32814,03262026,,LAUS CONSULTING SERVICES LLC,ORLANDO,FL,AMBR: PUMPLE              JEFF | AMBR: PUMPLE              JESSICA,20260403_corporate.txt
L26000176455,"FLORIDA FIRST PROPERTY SERVICES, LLC",FLAL,A,1322 SE 46TH LANE 201,CAPE CORAL,,33904,03262026,,ESTRADA CRUZ        MARIA         F,CAPE CORAL,FL,AP: ESTRADA CRUZ        MARIA         F,20260403_corporate.txt
L26000176485,JAMKAT RV SOLUTIONS LLC,FLAL,A,505 NW 21ST AVE 103,CHEIFLAND,,32626,03262026,,ANTLEY              JAMES         RJR,CHEIFLAND,FL,,20260403_corporate.txt
L26000176525,BELMARE INVESTMENTS LLC,FLAL,A,6412 N UNIVERSITY DR 7551B,TAMARAC,,33321,03262026,,MERCADO             YRCIA,TAMARAC,FL,AMBR: VICTORIA BONILLA    JOSE MANUEL,20260403_corporate.txt
L26000176545,T'S FAMILY MARKETING LLC,FLAL,A,8135 WHITE FENCES LN,VERO BEACH,,32968,03262026,,RETTEMNIER          THOMAS        CJR,VERO BEACH,FL,AMBR: RETTEMNIER          THOMAS        CJR.,20260403_corporate.txt
P26000017565,CLOUD HAVEN INC,DOMP,A,4027 CORTEZ ROAD,BRADENTON,,34210,04032026,,ZAHER               SAMIR,BRADENTON,FL,PRES: ZAHER               SAMIR,20260403_corporate.txt
